date_utc,lead,status,right_0_3_bipolar_ohm,right_0_3idx_ohm
1777074172.0,LEAD_B33015,INVESTIGATE,4414.0,4218.0
1777147099.0,LEAD_B33015,INVESTIGATE,4490.0,4603.0
1777222521.0,LEAD_B33015,INVESTIGATE,4552.0,4958.0
1777303596.0,LEAD_B33015,INVESTIGATE,4567.0,5285.0
1777396585.0,LEAD_B33015,INVESTIGATE,4606.0,5386.0
1777410414.0,LEAD_B33015,GOOD,4581.0,5194.0
1777413528.0,LEAD_B33015,INVESTIGATE,4614.0,5477.0
1777478779.0,LEAD_B33015,INVESTIGATE,4712.0,5252.0
1777562234.0,LEAD_B33015,INVESTIGATE,4643.0,4984.0
1777734049.0,LEAD_B33015,INVESTIGATE,3863.0,4436.0
1778013311.0,LEAD_B33015,INVESTIGATE,4646.0,5553.0
1778266045.0,LEAD_B33015,INVESTIGATE,3994.0,5009.0
1778357921.0,LEAD_B33015,INVESTIGATE,4258.0,5237.0
1778456827.0,LEAD_B33015,INVESTIGATE,4378.0,5053.0
1778533689.0,LEAD_B33015,INVESTIGATE,4077.0,4984.0
1778615317.0,LEAD_B33015,GOOD,3820.0,4218.0
1778698382.0,LEAD_B33015,INVESTIGATE,3939.0,4795.0
1778783782.0,LEAD_B33015,GOOD,3685.0,5020.0
1778809073.0,LEAD_B33015,INVESTIGATE,3733.0,4748.0
1778869173.0,LEAD_B33015,INVESTIGATE,4030.0,4788.0
1778879297.0,LEAD_B33015,INVESTIGATE,4146.0,4828.0
1778893912.0,LEAD_B33015,INVESTIGATE,4157.0,4813.0
1778950529.0,LEAD_B33015,INVESTIGATE,3878.0,4465.0
1778978918.0,LEAD_B33015,INVESTIGATE,4106.0,4556.0
1779038181.0,LEAD_B33015,INVESTIGATE,4378.0,4664.0
1779212052.0,LEAD_B33015,INVESTIGATE,4269.0,4694.0
1779238691.0,LEAD_B33015,INVESTIGATE,4465.0,4704.0
1779318369.0,LEAD_B33015,INVESTIGATE,4316.0,4853.0
1779322121.0,LEAD_B33015,INVESTIGATE,4327.0,5082.0
1779388051.0,LEAD_B33015,INVESTIGATE,3892.0,4026.0
1779398249.0,LEAD_B33015,INVESTIGATE,3950.0,4073.0
1779412796.0,LEAD_B33015,INVESTIGATE,3849.0,4044.0
1779469962.0,LEAD_B33015,INVESTIGATE,3791.0,4139.0
1779481292.0,LEAD_B33015,INVESTIGATE,3907.0,4255.0
1779640217.0,LEAD_B33015,GOOD,4382.0,4440.0
1779837699.0,LEAD_B33015,INVESTIGATE,4512.0,4422.0
1779981384.0,LEAD_B33015,GOOD,4099.0,4853.0
1780000339.0,LEAD_B33015,GOOD,3994.0,4487.0
1780015614.0,LEAD_B33015,GOOD,4066.0,4664.0
1780086836.0,LEAD_B33015,GOOD,3921.0,4023.0
1780170088.0,LEAD_B33015,GOOD,3925.0,4084.0
1780242214.0,LEAD_B33015,GOOD,4240.0,4345.0
1780328212.0,LEAD_B33015,GOOD,4407.0,4672.0
1780362920.0,LEAD_B33015,GOOD,4255.0,4469.0
1780409819.0,LEAD_B33015,GOOD,4305.0,4625.0
1780497456.0,LEAD_B33015,GOOD,4084.0,4675.0
1780531783.0,LEAD_B33015,GOOD,4030.0,4233.0
1780593048.0,LEAD_B33015,GOOD,4316.0,4556.0
1780609123.0,LEAD_B33015,GOOD,3907.0,3914.0
1780765098.0,LEAD_B33015,GOOD,4592.0,4788.0
1780848980.0,LEAD_B33015,GOOD,4454.0,4944.0
1780944075.0,LEAD_B33015,GOOD,4229.0,4737.0
1780972748.0,LEAD_B33015,GOOD,4287.0,4639.0
1781024811.0,LEAD_B33015,GOOD,4393.0,4773.0
1781038964.0,LEAD_B33015,GOOD,4472.0,4784.0
1781116075.0,LEAD_B33015,GOOD,3791.0,3946.0
1781144402.0,LEAD_B33015,GOOD,3994.0,3910.0
1781219457.0,LEAD_B33015,INVESTIGATE,3834.0,3849.0
1781286230.0,LEAD_B33015,INVESTIGATE,4411.0,4523.0
1781300288.0,LEAD_B33015,INVESTIGATE,4255.0,4389.0
1781311742.0,LEAD_B33015,INVESTIGATE,4494.0,4501.0
1781398118.0,LEAD_B33015,INVESTIGATE,4527.0,4632.0
1781462340.0,LEAD_B33015,INVESTIGATE,4556.0,4773.0
1781543028.0,LEAD_B33015,INVESTIGATE,3892.0,4030.0
1781644628.0,LEAD_B33015,INVESTIGATE,4389.0,4646.0
1781705272.0,LEAD_B33015,INVESTIGATE,4440.0,4708.0
1781797905.0,LEAD_B33015,GOOD,4490.0,4516.0
1781974726.0,LEAD_B33015,INVESTIGATE,4066.0,4567.0
1782090101.0,LEAD_B33015,GOOD,3675.0,3852.0
1782147154.0,LEAD_B33015,GOOD,3957.0,4160.0
1782150130.0,LEAD_B33015,GOOD,4066.0,4273.0
1782153217.0,LEAD_B33015,GOOD,4019.0,4211.0
1782154640.0,LEAD_B33015,GOOD,3965.0,4218.0
1782332356.0,LEAD_B33015,INVESTIGATE,4443.0,4407.0
1782339753.0,LEAD_B33015,INVESTIGATE,4465.0,4392.0
