metric,channel,center,band_lo,band_hi,n,n_low,n_high,n_ratings,r,p_pearson,cohens_d,logit_beta,p_logit_cluster
vas,ZERO_THREE_RIGHT,11.5,9.0,14.0,116,40,42,43,-0.0443211841495685,0.6366295719292027,-0.24134806,-0.33914159268107563,0.3824688338962767
vas,ZERO_THREE_RIGHT,12.5,10.0,15.0,116,40,42,43,-0.04611681854441409,0.6230191211228728,-0.24131393,-0.3339127115442141,0.38857184356525465
vas,ZERO_THREE_RIGHT,13.5,11.0,16.0,116,40,42,43,-0.0661020789566014,0.48080855401575345,-0.27832964,-0.39914675645696346,0.3184984538058532
vas,ZERO_THREE_RIGHT,14.5,12.0,17.0,116,40,42,43,-0.08594534520788182,0.3589676814560053,-0.31509864,-0.4773252528008102,0.24336346251108842
vas,ZERO_THREE_RIGHT,15.5,13.0,18.0,116,40,42,43,-0.0800952753992093,0.3927258139953042,-0.30786413,-0.47272723080874574,0.2592581943467479
vas,ZERO_THREE_RIGHT,16.5,14.0,19.0,116,40,42,43,-0.06889646783463037,0.46241532408907426,-0.3026018,-0.4773015686123972,0.23795688786380542
vas,ZERO_THREE_RIGHT,17.5,15.0,20.0,116,40,42,43,-0.08586278893986292,0.35943118321310635,-0.35481462,-0.5914910971840969,0.16523568133723532
vas,ZERO_THREE_RIGHT,18.5,16.0,21.0,116,40,42,43,-0.08584126620522507,0.35955208084111295,-0.38646016,-0.6498384555633814,0.12125257326632702
vas,ZERO_THREE_RIGHT,19.5,17.0,22.0,116,40,42,43,-0.11773628506285541,0.20813552610244884,-0.45862052,-0.7740778274307707,0.08043860943815082
vas,ZERO_THREE_RIGHT,20.5,18.0,23.0,116,40,42,43,-0.14723754393194785,0.11474209612120734,-0.5221435,-0.8554190516918558,0.043389493480822425
vas,ZERO_THREE_RIGHT,21.5,19.0,24.0,116,40,42,43,-0.15968805910845504,0.086846323926721,-0.5184963,-0.8212888926319016,0.056433086118905545
vas,ZERO_THREE_RIGHT,22.5,20.0,25.0,116,40,42,43,-0.12497287742661803,0.18133065278854013,-0.45042312,-0.7082531117657206,0.08068283546712654
vas,ZERO_THREE_RIGHT,23.5,21.0,26.0,116,40,42,43,-0.12294663522107221,0.18856713277038062,-0.42054257,-0.6497228421646124,0.10955537324504579
vas,ZERO_THREE_RIGHT,24.5,22.0,27.0,116,40,42,43,-0.08071828553712766,0.3890429436322797,-0.33475158,-0.5392337829004193,0.20875065374455404
vas,ZERO_THREE_RIGHT,25.5,23.0,28.0,116,40,42,43,-0.04183589682463713,0.6556680306836126,-0.22156025,-0.35891955493702227,0.4358369070341095
vas,ZERO_THREE_RIGHT,26.5,24.0,29.0,116,40,42,43,-0.0068592225126712664,0.941744933598105,-0.17559485,-0.2879283362556922,0.5444039092925511
vas,ZERO_THREE_RIGHT,27.5,25.0,30.0,116,40,42,43,-0.044584098486040544,0.6346290260533038,-0.28743312,-0.4862498081942804,0.3009761833576655
vas,ZERO_THREE_RIGHT,28.5,26.0,31.0,116,40,42,43,-0.04522624431815719,0.6297539437069694,-0.30846256,-0.5171753521842382,0.25570394394301
vas,ZERO_THREE_RIGHT,29.5,27.0,32.0,116,40,42,43,-0.10496928815060542,0.26211272075522357,-0.44699162,-0.7633307670394673,0.11049142591760001
vas,ZERO_THREE_RIGHT,30.5,28.0,33.0,116,40,42,43,-0.1064026412091272,0.25561714685547016,-0.4791435,-0.7881164394964171,0.07525206841049602
vas,ZERO_THREE_RIGHT,31.5,29.0,34.0,116,40,42,43,-0.15732139649489874,0.09168547629696662,-0.60039,-1.01215011150661,0.036373895226907
vas,ZERO_THREE_RIGHT,32.5,30.0,35.0,116,40,42,43,-0.18979693450384663,0.04128807193880578,-0.67598903,-1.1838769603320192,0.016543608751481198
vas,ZERO_THREE_RIGHT,33.5,31.0,36.0,116,40,42,43,-0.176056507662588,0.05869834804744691,-0.6301596,-1.0955494767743987,0.02121724768591222
vas,ZERO_THREE_RIGHT,34.5,32.0,37.0,116,40,42,43,-0.1464081203693704,0.11682279674875287,-0.59259975,-1.0472072365729042,0.024799698754392762
vas,ZERO_THREE_RIGHT,35.5,33.0,38.0,116,40,42,43,-0.12853828747016063,0.16909462462350433,-0.522348,-0.9118893809697317,0.038817715965432875
vas,ZERO_THREE_RIGHT,36.5,34.0,39.0,116,40,42,43,-0.15781504877270955,0.09065883907474254,-0.5490926,-0.9922913207523499,0.031332556718248375
vas,ZERO_THREE_RIGHT,37.5,35.0,40.0,116,40,42,43,-0.11504556198365234,0.21879163749452132,-0.41846678,-0.7274136583872769,0.11798535315338278
vas,ZERO_THREE_RIGHT,38.5,36.0,41.0,116,40,42,43,-0.12221294739027375,0.19123856346799462,-0.42936584,-0.7406869784563012,0.11532781754600537
vas,ZERO_THREE_RIGHT,39.5,37.0,42.0,116,40,42,43,-0.11754156739351215,0.20889397384029232,-0.37263304,-0.6556165539681735,0.1755206890748212
vas,ZERO_THREE_RIGHT,40.5,38.0,43.0,116,40,42,43,-0.13884722650932318,0.1371613576755094,-0.44669464,-0.7963039484971232,0.10647767638547526
vas,ZERO_THREE_RIGHT,41.5,39.0,44.0,116,40,42,43,-0.10307328143496676,0.27087645616954703,-0.39858708,-0.7211017550817834,0.12996801316984144
vas,ZERO_THREE_RIGHT,42.5,40.0,45.0,116,40,42,43,-0.13111912104332737,0.16062655788529873,-0.523412,-0.9973690248575764,0.029889051090616257
vas,ZERO_THREE_RIGHT,43.5,41.0,46.0,116,40,42,43,-0.15172260035397517,0.10398527891735805,-0.57736397,-1.0648372697420256,0.015918628654729566
vas,ZERO_THREE_RIGHT,44.5,42.0,47.0,116,40,42,43,-0.14271671898164134,0.1264395088089781,-0.55525345,-0.9860787052800352,0.028470136154593078
vas,ZERO_THREE_RIGHT,45.5,43.0,48.0,116,40,42,43,-0.13329240505744563,0.1537443976000651,-0.5061251,-0.9194950691480198,0.047358037138025666
vas,ZERO_THREE_RIGHT,46.5,44.0,49.0,116,40,42,43,-0.15152182992747948,0.10444926183578641,-0.5442406,-0.945885887877097,0.04940376957773812
vas,ZERO_THREE_RIGHT,47.5,45.0,50.0,116,40,42,43,-0.1666326331766093,0.0738125466126566,-0.5629441,-0.9438221759240589,0.049537739205840016
vas,ZERO_THREE_RIGHT,48.5,46.0,51.0,116,40,42,43,-0.16930713075165027,0.06923456824065558,-0.5028844,-0.8215836740817389,0.0826858866728172
vas,ZERO_THREE_RIGHT,49.5,47.0,52.0,116,40,42,43,-0.1648319936332183,0.0770300539036148,-0.4698945,-0.7484484652698468,0.10207961530494823
vas,ZERO_THREE_RIGHT,50.5,48.0,53.0,116,40,42,43,-0.22205017361742857,0.016591291595892746,-0.5904166,-0.9265145249286602,0.03851591247344439
vas,ZERO_THREE_RIGHT,51.5,49.0,54.0,116,40,42,43,-0.253225912106708,0.006094714534337359,-0.63617206,-1.0218102705153707,0.02590930701986947
vas,ZERO_THREE_RIGHT,52.5,50.0,55.0,116,40,42,43,-0.250079968063939,0.006780518254636477,-0.5950515,-0.9750276328236503,0.039364034304492895
vas,ZERO_THREE_RIGHT,53.5,51.0,56.0,116,40,42,43,-0.2808093767895767,0.0022631012579890507,-0.65995175,-1.081679268378031,0.027551897284812107
vas,ZERO_THREE_RIGHT,54.5,52.0,57.0,116,40,42,43,-0.2874851912458373,0.0017533578622862232,-0.66369724,-1.079501277564926,0.02441104929564962
vas,ZERO_THREE_RIGHT,55.5,53.0,58.0,116,40,42,43,-0.26834239344468547,0.003586042459206621,-0.6641243,-1.0755265902079392,0.02187531001412289
vas,ZERO_THREE_RIGHT,56.5,54.0,59.0,116,40,42,43,-0.23902738248733954,0.009763471379611472,-0.60900897,-0.9361534543618578,0.04194369522471376
vas,ZERO_THREE_RIGHT,57.5,55.0,60.0,116,40,42,43,-0.2595872187199719,0.004893392379664392,-0.6541714,-1.0358206648889086,0.029666683242635876
vas,ZERO_THREE_RIGHT,58.5,56.0,61.0,116,40,42,43,-0.2504546663123692,0.006695395491081788,-0.67167294,-1.082766982375548,0.025095536690341712
vas,ZERO_THREE_RIGHT,59.5,57.0,62.0,116,40,42,43,-0.29641952391982257,0.0012340334903335093,-0.813753,-1.300052981227111,0.0073731359901442394
vas,ZERO_THREE_RIGHT,60.5,58.0,63.0,116,40,42,43,-0.3013811686065241,0.001010411365488433,-0.81704557,-1.316708845156806,0.005515608586233263
vas,ZERO_THREE_RIGHT,61.5,59.0,64.0,116,40,42,43,-0.3178691102537372,0.0005068380539478771,-0.8223886,-1.3560641937646603,0.0069589923596883
vas,ZERO_THREE_RIGHT,62.5,60.0,65.0,116,40,42,43,-0.2965064323151195,0.0012297565004433578,-0.7621187,-1.1519961429163512,0.00821836631771606
vas,ZERO_THREE_RIGHT,63.5,61.0,66.0,116,40,42,43,-0.28690150656544666,0.0017933610671935871,-0.7461188,-1.1409068948282102,0.00942446403230112
vas,ZERO_THREE_RIGHT,64.5,62.0,67.0,116,40,42,43,-0.2889866359004977,0.0016541475974846758,-0.76416844,-1.205793436106909,0.004589333381258574
vas,ZERO_THREE_RIGHT,65.5,63.0,68.0,116,40,42,43,-0.2844698863255027,0.001969073804722082,-0.72883296,-1.0985674627947142,0.008659445049978976
vas,ZERO_THREE_RIGHT,66.5,64.0,69.0,116,40,42,43,-0.28901733108066086,0.0016521736259127477,-0.7597658,-1.1293190081615427,0.006458194202044204
vas,ZERO_THREE_RIGHT,67.5,65.0,70.0,116,40,42,43,-0.3026654033248453,0.0009589046550295628,-0.80450976,-1.2950771106830299,0.004434064863068317
vas,ZERO_THREE_RIGHT,68.5,66.0,71.0,116,40,42,43,-0.27681498284297784,0.002628754312435586,-0.7168681,-1.1526128173373134,0.008868936212949064
vas,ZERO_THREE_RIGHT,69.5,67.0,72.0,116,40,42,43,-0.23214718058727457,0.012156074378881505,-0.57033485,-0.8677337861791015,0.035558174477336835
vas,ZERO_THREE_RIGHT,70.5,68.0,73.0,116,40,42,43,-0.21226673466026738,0.022163285588993758,-0.5530017,-0.8395685377931916,0.04242839397844053
vas,ZERO_THREE_RIGHT,71.5,69.0,74.0,116,40,42,43,-0.19695078535504576,0.03408585859362253,-0.53014845,-0.8272827878254921,0.049802034785595514
vas,ZERO_THREE_RIGHT,72.5,70.0,75.0,116,40,42,43,-0.1880667596013468,0.043209175386347685,-0.51001257,-0.7473953829721273,0.06308274122906274
vas,ZERO_THREE_RIGHT,73.5,71.0,76.0,116,40,42,43,-0.18181090691061272,0.05078775545942346,-0.56630653,-0.876942892443684,0.03715224937733938
vas,ZERO_THREE_RIGHT,74.5,72.0,77.0,116,40,42,43,-0.1922670515954517,0.03866949332149249,-0.66231763,-1.1379677537856252,0.015368521780047443
vas,ZERO_THREE_RIGHT,75.5,73.0,78.0,116,40,42,43,-0.19715966436404514,0.03389260501558279,-0.65163505,-1.1234814971574498,0.015749647619656724
vas,ZERO_THREE_RIGHT,76.5,74.0,79.0,116,40,42,43,-0.22402007669019994,0.01562971914917127,-0.73321694,-1.3705232076395064,0.006273574992097317
vas,ZERO_THREE_RIGHT,77.5,75.0,80.0,116,40,42,43,-0.20118995720557498,0.03034095121041488,-0.7034623,-1.3262394510234614,0.0069172752054919955
vas,ZERO_THREE_RIGHT,78.5,76.0,81.0,116,40,42,43,-0.2359574205227758,0.01077445024672021,-0.75641793,-1.655209395008574,0.005193353364683945
vas,ZERO_THREE_RIGHT,79.5,77.0,82.0,116,40,42,43,-0.2660557462228226,0.003893123056090606,-0.7764116,-1.8213101585731233,0.0035215119160152616
vas,ZERO_THREE_RIGHT,80.5,78.0,83.0,116,40,42,43,-0.28874863418223773,0.00166952602886904,-0.8435529,-2.059613360889354,0.002164802318371968
vas,ZERO_THREE_RIGHT,81.5,79.0,84.0,116,40,42,43,-0.27734475294626415,0.0025773734097969893,-0.82348984,-2.10986257485527,0.003355821000302086
vas,ZERO_THREE_RIGHT,82.5,80.0,85.0,116,40,42,43,-0.2952809504354557,0.001291331595475187,-0.8676503,-2.3348784141894154,0.006632959798590045
vas,ZERO_THREE_RIGHT,83.5,81.0,86.0,116,40,42,43,-0.2660450478963019,0.00389461351852249,-0.83713335,-2.452972888265996,0.016309883248813217
vas,ZERO_THREE_RIGHT,84.5,82.0,87.0,116,40,42,43,-0.2379106156464531,0.010121147912632114,-0.7806953,-1.9286756398560816,0.0039980231806283646
vas,ZERO_THREE_RIGHT,85.5,83.0,88.0,116,40,42,43,-0.23260069376888712,0.011983888917298758,-0.7357154,-1.7155065609617992,0.006730809419571842
vas,ZERO_THREE_RIGHT,86.5,84.0,89.0,116,40,42,43,-0.2177598100218656,0.018864454153445696,-0.70123625,-1.5286945287416924,0.009901175307257487
vas,ZERO_THREE_RIGHT,87.5,85.0,90.0,116,40,42,43,-0.2161428464859824,0.0197883756835814,-0.6675842,-1.3612954974747982,0.011402353986336813
vas,ZERO_THREE_RIGHT,88.5,86.0,91.0,116,40,42,43,-0.21982459887028527,0.017738952644924918,-0.6422225,-1.2455397722820722,0.01332334845099626
vas,ZERO_THREE_RIGHT,89.5,87.0,92.0,116,40,42,43,-0.22599720108055377,0.014713643335588479,-0.6694859,-1.3762799277692432,0.01401177220283021
vas,ZERO_THREE_RIGHT,90.5,88.0,93.0,116,40,42,43,-0.216839383011281,0.01938570584689301,-0.63669586,-1.1835555564021227,0.013923025651398156
vas,ZERO_THREE_RIGHT,91.5,89.0,94.0,116,40,42,43,-0.18892339632454483,0.04224889057854983,-0.56659424,-1.0132799435601154,0.032204638847625935
vas,ZERO_THREE_RIGHT,92.5,90.0,95.0,116,40,42,43,-0.1668127014840222,0.07349684200144611,-0.528488,-0.8763539653702004,0.041126912400084724
vas,ZERO_THREE_RIGHT,93.5,91.0,96.0,116,40,42,43,-0.16959986543079747,0.06874777820936076,-0.55023164,-0.8778531479154349,0.029800417113303564
vas,ZERO_THREE_RIGHT,94.5,92.0,97.0,116,40,42,43,-0.17793579756233538,0.056010778805663054,-0.5577193,-0.8950727738044547,0.024356246171772893
vas,ZERO_THREE_RIGHT,95.5,93.0,98.0,116,40,42,43,-0.1643109469617604,0.07798184803680853,-0.553749,-0.9080565147024402,0.026011924688111282
vas,ZERO_THREE_RIGHT,96.5,94.0,99.0,116,40,42,43,-0.1884815797708399,0.042741915673156335,-0.6494868,-1.1443411224268545,0.010066890457055477
vas,ZERO_THREE_RIGHT,97.5,95.0,100.0,116,40,42,43,-0.20870598316213812,0.024556524688973833,-0.6870136,-1.283241616045574,0.011003814282684684
vas,ZERO_THREE_RIGHT,98.5,96.0,101.0,116,40,42,43,-0.18465677333002456,0.04721397130407238,-0.588851,-1.0438874212103153,0.021824246193425875
vas,ZERO_TWO_LEFT,6.5,4.0,9.0,79,27,26,32,-0.31758405063704576,0.004344693614739229,-0.5769193,-0.806637458544799,0.14601557849405425
vas,ZERO_TWO_LEFT,7.5,5.0,10.0,79,27,26,32,-0.2427853006442699,0.031091809631288922,-0.34007886,-0.44895560146218855,0.3565658192647818
vas,ZERO_TWO_LEFT,8.5,6.0,11.0,79,27,26,32,-0.2625117876496247,0.019427955675663553,-0.37733486,-0.5036720037352009,0.2985915806230792
vas,ZERO_TWO_LEFT,9.5,7.0,12.0,79,27,26,32,-0.2463342603957204,0.028639712494841353,-0.33899018,-0.4407122064109777,0.3605248691399988
vas,ZERO_TWO_LEFT,10.5,8.0,13.0,79,27,26,32,-0.2220798271820155,0.049175749316929133,-0.26790258,-0.33761353299366437,0.4659537293790105
vas,ZERO_TWO_LEFT,11.5,9.0,14.0,79,27,26,32,-0.20396831539139337,0.07138516841941596,-0.23636356,-0.30917477996635984,0.5347701781662968
vas,ZERO_TWO_LEFT,12.5,10.0,15.0,79,27,26,32,-0.19222174569513784,0.0896705417637216,-0.24183162,-0.3312570619662266,0.5397863769834716
vas,ZERO_TWO_LEFT,13.5,11.0,16.0,79,27,26,32,-0.16291344276215494,0.15142122842074263,-0.27422193,-0.41103578834552246,0.48764503408847126
vas,ZERO_TWO_LEFT,14.5,12.0,17.0,79,27,26,32,-0.1395962187618489,0.21982265151334235,-0.27144235,-0.44621824204435806,0.47243576507259355
vas,ZERO_TWO_LEFT,15.5,13.0,18.0,79,27,26,32,-0.12244452915874635,0.2823679329258182,-0.27172068,-0.47770347724105583,0.4653009546726885
vas,ZERO_TWO_LEFT,16.5,14.0,19.0,79,27,26,32,-0.11474371495745213,0.31396401641321636,-0.21547693,-0.3726847117083904,0.5594661674139833
vas,ZERO_TWO_LEFT,17.5,15.0,20.0,79,27,26,32,-0.09616773421159908,0.399178214450281,-0.21937431,-0.3860247825282958,0.5295525316244896
vas,ZERO_TWO_LEFT,18.5,16.0,21.0,79,27,26,32,-0.0988796777999296,0.3859525570489864,-0.16661349,-0.2658833128516769,0.6469546084196189
vas,ZERO_TWO_LEFT,19.5,17.0,22.0,79,27,26,32,-0.06906757671201905,0.5452958639267689,-0.070225805,-0.10693604160908733,0.8465501706013792
vas,ZERO_TWO_LEFT,20.5,18.0,23.0,79,27,26,32,-0.05531189155757541,0.6282739702441532,-0.0699486,-0.10050977108169984,0.8457896969533493
vas,ZERO_TWO_LEFT,21.5,19.0,24.0,79,27,26,32,0.01567486098130883,0.8909446890583553,0.07598429,0.1068864902924698,0.8353846532026423
vas,ZERO_TWO_LEFT,22.5,20.0,25.0,79,27,26,32,0.05524985230962959,0.6286599779700399,0.19469859,0.27115157019726066,0.5878814501456828
vas,ZERO_TWO_LEFT,23.5,21.0,26.0,79,27,26,32,0.13102522301214736,0.24973833197555614,0.36389166,0.5138889116754404,0.29492024736905054
vas,ZERO_TWO_LEFT,24.5,22.0,27.0,79,27,26,32,0.16129581848809865,0.15558004661801056,0.3905049,0.5626259682108141,0.23805787662261269
vas,ZERO_TWO_LEFT,25.5,23.0,28.0,79,27,26,32,0.17549679209935415,0.12185841900025791,0.42295274,0.6371832982060404,0.18831914415691586
vas,ZERO_TWO_LEFT,26.5,24.0,29.0,79,27,26,32,0.08770928477390864,0.44211042168555603,0.1831043,0.3002202310573593,0.5891831972773391
vas,ZERO_TWO_LEFT,27.5,25.0,30.0,79,27,26,32,-0.0007828848027098374,0.9945365125216185,-0.026380932,-0.04674004876334858,0.9418364396761385
vas,ZERO_TWO_LEFT,28.5,26.0,31.0,79,27,26,32,0.023569601810741005,0.8366497682700266,-0.03308226,-0.06137126594933463,0.9229318618163133
vas,ZERO_TWO_LEFT,29.5,27.0,32.0,79,27,26,32,-0.015173969113024974,0.8944092160380411,-0.052870903,-0.09920267122799616,0.8828654577024551
vas,ZERO_TWO_LEFT,30.5,28.0,33.0,79,27,26,32,-0.08090125345415759,0.47846861875845126,-0.1372381,-0.2247836363229363,0.7198933929473139
vas,ZERO_TWO_LEFT,31.5,29.0,34.0,79,27,26,32,-0.05718282500841959,0.6166802398275966,-0.089179546,-0.13874362134406934,0.8171936881592169
vas,ZERO_TWO_LEFT,32.5,30.0,35.0,79,27,26,32,-0.04545096674191604,0.6908191895137384,-0.12912913,-0.19087703312505913,0.7366336599842978
vas,ZERO_TWO_LEFT,33.5,31.0,36.0,79,27,26,32,-0.1523944289628569,0.17999593435098982,-0.33036178,-0.477852233326778,0.4203965332141747
vas,ZERO_TWO_LEFT,34.5,32.0,37.0,79,27,26,32,-0.2001073038121861,0.0770317750636835,-0.48752344,-0.7124099020925518,0.21882215651546422
vas,ZERO_TWO_LEFT,35.5,33.0,38.0,79,27,26,32,-0.242097381399741,0.031586999002585665,-0.643618,-1.047159178721659,0.11199378531712333
vas,ZERO_TWO_LEFT,36.5,34.0,39.0,79,27,26,32,-0.313044275047034,0.004969234020180569,-0.8730287,-1.4816513996092935,0.056841475206374045
vas,ZERO_TWO_LEFT,37.5,35.0,40.0,79,27,26,32,-0.2798967024332366,0.012479954638007499,-0.767211,-1.2612956407503404,0.09161881080687193
vas,ZERO_TWO_LEFT,38.5,36.0,41.0,79,27,26,32,-0.2628289700157077,0.0192763299590692,-0.68806756,-1.1893781995721464,0.12875056411346383
vas,ZERO_TWO_LEFT,39.5,37.0,42.0,79,27,26,32,-0.29289257582308575,0.008805693215182988,-0.7004982,-1.2164567506860433,0.20098260041994598
vas,ZERO_TWO_LEFT,40.5,38.0,43.0,79,27,26,32,-0.2899038338283959,0.009554175154409919,-0.71051323,-1.1947464538714923,0.231774360879606
vas,ZERO_TWO_LEFT,41.5,39.0,44.0,79,27,26,32,-0.2335515080550525,0.03831156202062899,-0.5124827,-0.7962438308988882,0.2911513012966136
vas,ZERO_TWO_LEFT,42.5,40.0,45.0,79,27,26,32,-0.245281368392149,0.029349544569542824,-0.5279464,-0.7951620308614037,0.2648109741928718
vas,ZERO_TWO_LEFT,43.5,41.0,46.0,79,27,26,32,-0.28160607838085294,0.011931007400669403,-0.66054446,-0.971059011830934,0.17481449790568226
vas,ZERO_TWO_LEFT,44.5,42.0,47.0,79,27,26,32,-0.290856861379342,0.009309682889551012,-0.7401436,-1.178604972886242,0.11000627982361125
vas,ZERO_TWO_LEFT,45.5,43.0,48.0,79,27,26,32,-0.2763927779974316,0.013674090439201406,-0.70999783,-1.151997242671973,0.10329499842663842
vas,ZERO_TWO_LEFT,46.5,44.0,49.0,79,27,26,32,-0.3004559034247474,0.0071364083431365855,-0.8148761,-1.3807451466939087,0.1034308634854069
vas,ZERO_TWO_LEFT,47.5,45.0,50.0,79,27,26,32,-0.2998712496537952,0.0072547050057969265,-0.7749745,-1.333522709270427,0.112851158515582
vas,ZERO_TWO_LEFT,48.5,46.0,51.0,79,27,26,32,-0.3261980965211319,0.003348405352223901,-0.7893135,-1.3740296649494517,0.0560932116374461
vas,ZERO_TWO_LEFT,49.5,47.0,52.0,79,27,26,32,-0.2634399515580001,0.018987112470729112,-0.6629112,-1.1143374953998948,0.13570281541281964
vas,ZERO_TWO_LEFT,50.5,48.0,53.0,79,27,26,32,-0.32944336710916416,0.0030295659289155466,-0.77099586,-1.3396306689622148,0.10758657276044507
vas,ZERO_TWO_LEFT,51.5,49.0,54.0,79,27,26,32,-0.2698622932331828,0.016165275899865487,-0.6233094,-1.0838072469257725,0.15265446857496506
vas,ZERO_TWO_LEFT,52.5,50.0,55.0,79,27,26,32,-0.3276356811146259,0.003203645313423719,-0.6806687,-1.1330273104864712,0.11617844119353045
vas,ZERO_TWO_LEFT,53.5,51.0,56.0,79,27,26,32,-0.35574444205254735,0.0012932541156948452,-0.70496714,-1.0959196905490458,0.07928886176327402
vas,ZERO_TWO_LEFT,54.5,52.0,57.0,79,27,26,32,-0.4550405142906245,2.5173330312108053e-05,-0.8606483,-1.4080255964059667,0.033881112235132474
vas,ZERO_TWO_LEFT,55.5,53.0,58.0,79,27,26,32,-0.3912056175881829,0.0003640216510142716,-0.69593656,-1.0743151134245918,0.06516279178188233
vas,ZERO_TWO_LEFT,56.5,54.0,59.0,79,27,26,32,-0.42206285726802134,0.00010695328702994235,-0.72014725,-1.13596638163906,0.06307832398864345
vas,ZERO_TWO_LEFT,57.5,55.0,60.0,79,27,26,32,-0.41346966765719145,0.00015224358487336747,-0.77611876,-1.4541279434325105,0.04271432046493081
vas,ZERO_TWO_LEFT,58.5,56.0,61.0,79,27,26,32,-0.3603590332683554,0.001105389863412824,-0.67099696,-1.4912387561053442,0.10250622503969596
vas,ZERO_TWO_LEFT,59.5,57.0,62.0,79,27,26,32,-0.26750134218578264,0.017157514948096312,-0.49854445,-1.0830559586641841,0.18039320644837076
vas,ZERO_TWO_LEFT,60.5,58.0,63.0,79,27,26,32,-0.32556013110414755,0.003414496228497782,-0.68192685,-1.6858193247300464,0.12700623017771945
vas,ZERO_TWO_LEFT,61.5,59.0,64.0,79,27,26,32,-0.3266249025029354,0.0033048297501277156,-0.77429086,-1.851537347772835,0.08680660325475355
vas,ZERO_TWO_LEFT,62.5,60.0,65.0,79,27,26,32,-0.31826965920287587,0.004256701967533249,-0.7146532,-1.4495295664789363,0.11645264823084601
vas,ZERO_TWO_LEFT,63.5,61.0,66.0,79,27,26,32,-0.3125620760888503,0.005040033928927709,-0.6648468,-1.1369671894447766,0.16007918878776506
vas,ZERO_TWO_LEFT,64.5,62.0,67.0,79,27,26,32,-0.27163145668946026,0.015454527554487433,-0.6273449,-1.0406760372741073,0.17349032831597777
vas,ZERO_TWO_LEFT,65.5,63.0,68.0,79,27,26,32,-0.2728099556163483,0.014996179621610137,-0.60382503,-1.0320443618891808,0.19456718337140833
vas,ZERO_TWO_LEFT,66.5,64.0,69.0,79,27,26,32,-0.268814340042426,0.0165994255805514,-0.56847054,-0.9680982258210444,0.22145455977800976
vas,ZERO_TWO_LEFT,67.5,65.0,70.0,79,27,26,32,-0.2776442254270902,0.013236705647187937,-0.6067198,-1.111845317423856,0.1983017204088885
vas,ZERO_TWO_LEFT,68.5,66.0,71.0,79,27,26,32,-0.2345786321097306,0.03744504759991221,-0.55110246,-1.1869775140573824,0.21591141258445234
vas,ZERO_TWO_LEFT,69.5,67.0,72.0,79,27,26,32,-0.278744629762918,0.012862181368936437,-0.6300708,-1.3470477456859127,0.18673090304218554
vas,ZERO_TWO_LEFT,70.5,68.0,73.0,79,27,26,32,-0.2892144705577586,0.00973450692774282,-0.6452201,-1.2704862092571634,0.1410093296926243
vas,ZERO_TWO_LEFT,71.5,69.0,74.0,79,27,26,32,-0.2225200767739232,0.048716448550799936,-0.5195134,-1.0347294955208546,0.18575372577886606
vas,ZERO_TWO_LEFT,72.5,70.0,75.0,79,27,26,32,-0.22678560823618343,0.044446543405286636,-0.50982225,-1.0193628043509286,0.1708241651323139
vas,ZERO_TWO_LEFT,73.5,71.0,76.0,79,27,26,32,-0.3675281008720118,0.0008621665554013878,-0.8348987,-1.6971368669283229,0.05228905620271244
vas,ZERO_TWO_LEFT,74.5,72.0,77.0,79,27,26,32,-0.29024129002053695,0.009466968919896124,-0.6343989,-1.249537092548093,0.12461627048118325
vas,ZERO_TWO_LEFT,75.5,73.0,78.0,79,27,26,32,-0.2462276126706529,0.0287109455409104,-0.65754867,-1.3602784289614591,0.1052868972096068
vas,ZERO_TWO_LEFT,76.5,74.0,79.0,79,27,26,32,-0.33812889908808313,0.0023055378409650505,-0.8167179,-1.612408587574346,0.07847928541413839
vas,ZERO_TWO_LEFT,77.5,75.0,80.0,79,27,26,32,-0.29302169077480333,0.008774549366316572,-0.7313527,-1.414885737971916,0.12396657520230953
vas,ZERO_TWO_LEFT,78.5,76.0,81.0,79,27,26,32,-0.23683844029659332,0.035596052488612015,-0.59413385,-1.166144311432452,0.18110851429014463
vas,ZERO_TWO_LEFT,79.5,77.0,82.0,79,27,26,32,-0.2192183770487225,0.05224858197117157,-0.48001516,-0.9786395688383339,0.2777873459324537
vas,ZERO_TWO_LEFT,80.5,78.0,83.0,79,27,26,32,-0.196927955490107,0.08194460848443043,-0.35984746,-0.6230649749756904,0.35620938853903994
vas,ZERO_TWO_LEFT,81.5,79.0,84.0,79,27,26,32,-0.16140650155420244,0.15529280610799084,-0.366718,-0.6032348412963858,0.32727713805419
vas,ZERO_TWO_LEFT,82.5,80.0,85.0,79,27,26,32,-0.24766478227186026,0.027763489336175947,-0.52946687,-0.947949512892924,0.16956828223156906
vas,ZERO_TWO_LEFT,83.5,81.0,86.0,79,27,26,32,-0.30029284799281886,0.007169228456511315,-0.64000636,-1.1549026865421859,0.08028102362167983
vas,ZERO_TWO_LEFT,84.5,82.0,87.0,79,27,26,32,-0.3470368021932864,0.0017281841846167026,-0.7894299,-1.5401740025566284,0.02935522446898077
vas,ZERO_TWO_LEFT,85.5,83.0,88.0,79,27,26,32,-0.42727470801310113,8.593299406670248e-05,-0.9579201,-2.1882605712644607,0.006023181227475157
vas,ZERO_TWO_LEFT,86.5,84.0,89.0,79,27,26,32,-0.47569646016730716,9.400287580672078e-06,-0.90655,-2.037259033345941,0.009875221427100334
