channel,t_psd,center_hz,psd_bandpower_uV2,lsb_nearest,offset_s
ZERO_THREE_RIGHT,1770257992.0,24.4,1.6394411720042346,97.0,-28824.0
ZERO_THREE_RIGHT,1770314279.0,24.4,1.6394411720042346,118.0,-762.0
ZERO_THREE_RIGHT,1770314593.0,24.4,1.6394411720042346,118.0,-1076.0
ZERO_THREE_RIGHT,1770314593.0,24.4,1.6394411720042346,118.0,-1076.0
ZERO_THREE_RIGHT,1770314836.0,24.4,1.6394411720042346,118.0,-1319.0
ZERO_THREE_RIGHT,1770314861.0,24.4,1.311776599427672,118.0,-1344.0
ZERO_THREE_RIGHT,1770314861.0,24.4,1.311776599427672,118.0,-1344.0
ZERO_THREE_RIGHT,1770315104.0,24.4,1.311776599427672,118.0,-1587.0
ZERO_THREE_RIGHT,1770315294.0,24.4,1.6394411720042346,118.0,-1777.0
ZERO_THREE_RIGHT,1770315562.0,24.4,1.311776599427672,118.0,-2045.0
ZERO_THREE_RIGHT,1770329660.0,24.4,1.6942383189538988,118.0,-16143.0
ZERO_THREE_RIGHT,1770329974.0,24.4,1.6942383189538988,118.0,-16457.0
ZERO_THREE_RIGHT,1770329974.0,24.4,1.6942383189538988,118.0,-16457.0
ZERO_THREE_RIGHT,1770330154.0,24.4,1.5852031796152815,118.0,-16637.0
ZERO_THREE_RIGHT,1770330154.0,24.4,1.5852031796152815,118.0,-16637.0
ZERO_THREE_RIGHT,1770330217.0,24.4,1.6942383189538988,118.0,-16700.0
ZERO_THREE_RIGHT,1770330397.0,24.4,1.5852031796152815,118.0,-16880.0
ZERO_THREE_RIGHT,1770330675.0,24.4,1.6942383189538988,118.0,-17158.0
ZERO_THREE_RIGHT,1770330855.0,24.4,1.5852031796152815,118.0,-17338.0
ZERO_THREE_RIGHT,1770345132.0,24.4,1.9676648991415084,118.0,-31615.0
ZERO_THREE_RIGHT,1770345252.0,24.4,2.1862943323794535,118.0,-31735.0
ZERO_THREE_RIGHT,1770345446.0,24.4,1.9676648991415084,118.0,-31929.0
ZERO_THREE_RIGHT,1770345446.0,24.4,1.9676648991415084,118.0,-31929.0
ZERO_THREE_RIGHT,1770345566.0,24.4,2.1862943323794535,118.0,-32049.0
ZERO_THREE_RIGHT,1770345566.0,24.4,2.1862943323794535,118.0,-32049.0
ZERO_THREE_RIGHT,1770345689.0,24.4,1.9676648991415084,118.0,-32172.0
ZERO_THREE_RIGHT,1770345809.0,24.4,2.1862943323794535,118.0,-32292.0
ZERO_THREE_RIGHT,1770346147.0,24.4,1.9676648991415084,118.0,-32630.0
ZERO_THREE_RIGHT,1770346267.0,24.4,2.1862943323794535,118.0,-32750.0
ZERO_THREE_RIGHT,1770402205.0,24.4,1.8038326128532272,157.0,-1035.0
ZERO_THREE_RIGHT,1770402205.0,24.4,1.8038326128532272,157.0,-1035.0
ZERO_THREE_RIGHT,1770402448.0,24.4,1.8038326128532272,157.0,-1278.0
ZERO_THREE_RIGHT,1770402587.0,24.4,1.9671057445807971,157.0,-1417.0
ZERO_THREE_RIGHT,1770402906.0,24.4,1.8038326128532272,157.0,-1736.0
ZERO_THREE_RIGHT,1770403045.0,24.4,1.9671057445807971,157.0,-1875.0
ZERO_THREE_RIGHT,1770415763.0,24.4,1.8038326128532272,157.0,-14593.0
ZERO_THREE_RIGHT,1770415865.0,24.4,2.0224620460911726,157.0,-14695.0
ZERO_THREE_RIGHT,1770416320.0,24.4,1.8038326128532272,157.0,-15150.0
ZERO_THREE_RIGHT,1770416422.0,24.4,2.0224620460911726,157.0,-15252.0
ZERO_THREE_RIGHT,1770416778.0,24.4,1.8038326128532272,157.0,-15608.0
ZERO_THREE_RIGHT,1770416880.0,24.4,2.0224620460911726,157.0,-15710.0
ZERO_THREE_RIGHT,1770431005.0,24.4,1.9128677521918442,157.0,-29835.0
ZERO_THREE_RIGHT,1770431201.0,24.4,1.9128677521918442,157.0,-30031.0
ZERO_THREE_RIGHT,1770431562.0,24.4,1.9128677521918442,157.0,-30392.0
ZERO_THREE_RIGHT,1770431758.0,24.4,1.9128677521918442,157.0,-30588.0
ZERO_THREE_RIGHT,1770432020.0,24.4,1.9128677521918442,157.0,-30850.0
ZERO_THREE_RIGHT,1770432216.0,24.4,1.9128677521918442,157.0,-31046.0
ZERO_THREE_RIGHT,1770488932.0,24.4,1.6942383189538988,138.0,-18.0
ZERO_THREE_RIGHT,1770489489.0,24.4,1.6942383189538988,138.0,-575.0
ZERO_THREE_RIGHT,1770489752.0,24.4,1.9128677521918442,138.0,-838.0
ZERO_THREE_RIGHT,1770489947.0,24.4,1.6942383189538988,138.0,-1033.0
ZERO_THREE_RIGHT,1770490309.0,24.4,1.9128677521918442,138.0,-1395.0
ZERO_THREE_RIGHT,1770490767.0,24.4,1.9128677521918442,138.0,-1853.0
ZERO_THREE_RIGHT,1770502463.0,24.4,1.9676648991415082,138.0,-13549.0
ZERO_THREE_RIGHT,1770503020.0,24.4,1.9676648991415082,138.0,-14106.0
ZERO_THREE_RIGHT,1770503478.0,24.4,1.9676648991415082,138.0,-14564.0
ZERO_THREE_RIGHT,1770503699.0,24.4,2.0224620460911726,138.0,-14785.0
ZERO_THREE_RIGHT,1770504256.0,24.4,2.0224620460911726,138.0,-15342.0
ZERO_THREE_RIGHT,1770504714.0,24.4,2.0224620460911726,138.0,-15800.0
ZERO_THREE_RIGHT,1770516379.0,24.4,1.6942383189538988,138.0,-27465.0
ZERO_THREE_RIGHT,1770516699.0,24.4,1.749035465903563,138.0,-27785.0
ZERO_THREE_RIGHT,1770516844.0,24.4,1.6942383189538988,138.0,-27930.0
ZERO_THREE_RIGHT,1770517157.0,24.4,1.749035465903563,138.0,-28243.0
ZERO_THREE_RIGHT,1770517302.0,24.4,1.6942383189538988,138.0,-28388.0
ZERO_THREE_RIGHT,1770575067.0,24.4,2.0224620460911726,146.0,-1093.0
ZERO_THREE_RIGHT,1770575525.0,24.4,2.0224620460911726,146.0,-1551.0
ZERO_THREE_RIGHT,1770586394.0,24.4,2.1314971854297897,146.0,-12420.0
ZERO_THREE_RIGHT,1770586859.0,24.4,2.1314971854297897,146.0,-12885.0
ZERO_THREE_RIGHT,1770586967.0,24.4,1.85807060524218,146.0,-12993.0
ZERO_THREE_RIGHT,1770587317.0,24.4,2.1314971854297897,146.0,-13343.0
ZERO_THREE_RIGHT,1770587425.0,24.4,1.85807060524218,146.0,-13451.0
ZERO_THREE_RIGHT,1770603975.0,24.4,2.0219028915304613,146.0,-30001.0
ZERO_THREE_RIGHT,1770604208.0,24.4,1.803273458292516,146.0,-30234.0
ZERO_THREE_RIGHT,1770604440.0,24.4,2.0219028915304613,146.0,-30466.0
