channel,win_h,t_epoch,center_hz,psd_bandpower_uV2,lsb,n_lsb_in_window
ZERO_THREE_RIGHT,1,1752695229.0,24.4,0.2880228266248652,55.0,18
ZERO_THREE_RIGHT,1,1752695469.0,24.4,0.4055532695658465,55.0,18
ZERO_THREE_RIGHT,1,1752695969.75,24.4,0.19752599492413747,55.0,18
ZERO_THREE_RIGHT,1,1752713293.0,24.4,0.2323563062809451,54.5,24
ZERO_THREE_RIGHT,1,1752713546.0,24.4,0.3058978474146187,54.5,24
ZERO_THREE_RIGHT,1,1752713860.0,24.4,0.23559812771221844,54.5,24
ZERO_THREE_RIGHT,1,1752714370.25,24.4,0.25045903767810196,54.5,24
ZERO_THREE_RIGHT,1,1752715072.75,24.4,0.2126326824941029,54.5,24
ZERO_THREE_RIGHT,1,1753291811.0,13.7,0.591136283138068,156.0,16
ZERO_THREE_RIGHT,1,1753291949.2,13.7,0.6828033660391548,156.0,15
ZERO_THREE_RIGHT,1,1753389184.0,13.7,0.7786836240601349,154.5,16
ZERO_THREE_RIGHT,1,1753389245.95,13.7,0.6847795939733534,154.5,16
ZERO_THREE_RIGHT,1,1753545330.0,13.7,0.7011461545703707,179.0,9
ZERO_THREE_RIGHT,1,1753545387.2,13.7,0.9424762053802086,179.0,9
ZERO_THREE_RIGHT,1,1754408830.0,23.4,0.3127741778855593,92.0,12
ZERO_THREE_RIGHT,1,1754408880.9,23.4,0.34351384463874673,92.0,12
ZERO_THREE_RIGHT,1,1754514803.0,23.4,0.2969160294956994,121.0,1
ZERO_THREE_RIGHT,1,1754514868.55,23.4,0.32702808156381147,121.0,1
ZERO_THREE_RIGHT,1,1754597026.0,23.4,0.31267509037845703,78.0,11
ZERO_THREE_RIGHT,1,1754597073.55,23.4,0.1789182213172043,78.0,11
ZERO_THREE_RIGHT,1,1754666941.0,23.4,0.4146699694424909,105.0,11
ZERO_THREE_RIGHT,1,1754667035.25,23.4,0.4610808674340375,105.0,11
ZERO_THREE_RIGHT,1,1754792936.55,23.4,0.4779795795276523,139.0,12
ZERO_THREE_RIGHT,1,1754841444.0,23.4,0.3955958575783586,92.0,10
ZERO_THREE_RIGHT,1,1754841490.3,23.4,0.33414938610897243,92.0,10
ZERO_THREE_RIGHT,1,1754843534.3,23.4,0.2888005574792274,85.0,2
ZERO_THREE_RIGHT,1,1754843717.8,23.4,0.3479860807893999,85.0,2
ZERO_THREE_RIGHT,1,1755200288.0,23.4,0.395269253229641,98.0,3
ZERO_THREE_RIGHT,1,1755200349.2,23.4,0.5768979286156309,98.0,3
ZERO_THREE_RIGHT,1,1755295317.0,23.4,0.7424095167010129,169.0,2
ZERO_THREE_RIGHT,1,1755295372.8,23.4,1.8155285854081866,169.0,2
ZERO_THREE_RIGHT,1,1755295404.8,23.4,0.7748812752339513,169.0,2
ZERO_THREE_RIGHT,1,1755373155.0,23.4,0.2933543062014818,92.0,15
ZERO_THREE_RIGHT,1,1755373209.85,23.4,0.3340089838404344,92.0,15
ZERO_THREE_RIGHT,1,1755646739.0,23.4,0.5759712214409092,92.0,21
ZERO_THREE_RIGHT,1,1755646784.7,23.4,0.37957894432484085,92.0,21
ZERO_THREE_RIGHT,1,1755699552.0,23.4,0.4239620519119556,137.0,15
ZERO_THREE_RIGHT,1,1755699604.15,23.4,0.25092880700237913,137.0,15
ZERO_THREE_RIGHT,1,1755699958.6,23.4,0.28527347128830205,124.5,12
ZERO_THREE_RIGHT,1,1755803308.05,8.8,1.2887595916589771,372.5,2500
ZERO_THREE_RIGHT,1,1755803886.0,8.8,1.14200295243487,371.0,3351
ZERO_THREE_RIGHT,1,1755804033.0,8.8,1.3947436546805874,367.0,3630
ZERO_THREE_RIGHT,1,1755804652.0,8.8,1.3901390577524664,358.0,4867
ZERO_THREE_RIGHT,1,1755805647.5,8.8,1.0565740305163034,357.0,5335
ZERO_THREE_RIGHT,1,1755805769.25,8.8,1.0519914013446166,357.0,5335
ZERO_THREE_RIGHT,1,1755805854.5,8.8,1.5842194359669493,357.0,5335
ZERO_THREE_RIGHT,1,1755807096.25,8.8,1.3141778654166152,357.0,5346
ZERO_THREE_RIGHT,1,1755807145.5,8.8,1.9064628342642838,357.0,5346
ZERO_THREE_RIGHT,1,1755807556.75,8.8,1.152761498946678,357.0,5346
ZERO_THREE_RIGHT,1,1755809368.0,8.8,1.3452547786134035,355.4000000000002,5116
ZERO_THREE_RIGHT,1,1755809552.0,8.8,1.0549581247550701,348.0,4765
ZERO_THREE_RIGHT,1,1755893201.0,23.4,0.4097074940800778,460.0,10
ZERO_THREE_RIGHT,1,1755893268.5,23.4,0.27269923140059604,467.0,9
ZERO_THREE_RIGHT,1,1755965888.0,7.8,1.9152836061917229,500.0,5
ZERO_THREE_RIGHT,1,1755965935.4,7.8,2.255048864121853,500.0,5
ZERO_THREE_RIGHT,1,1756144928.0,7.8,1.419402918957867,487.5,12
ZERO_THREE_RIGHT,1,1756144976.15,7.8,1.9759758582959581,477.0,10
ZERO_THREE_RIGHT,1,1756233495.0,7.8,1.3094586021368402,568.5,12
ZERO_THREE_RIGHT,1,1756233542.8,7.8,1.7284122313471348,568.5,12
ZERO_THREE_RIGHT,1,1756395679.0,7.8,1.383345646493349,668.0,9
ZERO_THREE_RIGHT,1,1756395731.9,7.8,2.346119734508391,668.0,9
ZERO_THREE_RIGHT,1,1756482749.0,8.8,1.2502024271054453,361.0,9
ZERO_THREE_RIGHT,1,1756482804.1,8.8,1.4671891181790604,361.0,9
ZERO_THREE_RIGHT,1,1756573715.45,8.8,1.520547791906969,352.0,8
ZERO_THREE_RIGHT,1,1756661722.0,8.8,1.3644527269875764,298.0,13
ZERO_THREE_RIGHT,1,1756661769.1,8.8,1.563950032500325,298.0,13
ZERO_THREE_RIGHT,1,1756741759.0,8.8,1.4686880044662909,567.0,19
ZERO_THREE_RIGHT,1,1756741805.45,8.8,1.6299942288164373,567.0,19
ZERO_THREE_RIGHT,1,1756846795.0,8.8,1.7072267299732258,625.0,19
ZERO_THREE_RIGHT,1,1756846890.85,8.8,1.6042488970288835,625.0,19
ZERO_THREE_RIGHT,1,1756925347.0,8.8,1.6110640537006993,552.0,11
ZERO_THREE_RIGHT,1,1756925404.9,8.8,2.2105086535458804,552.0,11
ZERO_THREE_RIGHT,1,1757012063.65,8.8,1.5818745878616083,282.0,538
ZERO_THREE_RIGHT,1,1757013010.0,8.8,0.9654727545964464,264.0,1311
ZERO_THREE_RIGHT,1,1757013158.0,8.8,1.2541033420417267,264.0,1311
ZERO_THREE_RIGHT,1,1757013476.0,8.8,1.5560725324836553,264.0,1311
ZERO_THREE_RIGHT,1,1757015027.6,8.8,1.2684459027176507,264.0,1308
ZERO_THREE_RIGHT,1,1757015068.1,8.8,1.324291781552109,264.0,1308
ZERO_THREE_RIGHT,1,1757015242.85,8.8,1.4105251199123945,264.0,1308
ZERO_THREE_RIGHT,1,1757015460.85,8.8,1.156092325247371,264.0,1308
ZERO_THREE_RIGHT,1,1757015489.85,8.8,0.6752407720254432,264.0,1308
ZERO_THREE_RIGHT,1,1757015533.0,8.8,1.0995775092035736,264.0,1308
ZERO_THREE_RIGHT,1,1757015675.85,8.8,1.3079994921352056,264.0,1308
ZERO_THREE_RIGHT,1,1757016238.0,8.8,1.5792245019296096,264.0,1308
ZERO_THREE_RIGHT,1,1757018498.0,8.8,1.2795663496327483,299.0,2614
ZERO_THREE_RIGHT,1,1757019824.0,8.8,1.0646775727905227,328.0,1309
ZERO_THREE_RIGHT,1,1757020081.0,8.8,1.1673827012828517,328.0,1309
ZERO_THREE_RIGHT,1,1757020236.0,8.8,1.6236652465027306,328.0,1309
ZERO_THREE_RIGHT,1,1757020251.0,8.8,1.304355617197388,328.0,1309
ZERO_THREE_RIGHT,1,1757020276.0,8.8,1.1537897536621997,328.0,1309
ZERO_THREE_RIGHT,1,1757020453.0,8.8,1.1407801541177462,328.0,1310
ZERO_THREE_RIGHT,1,1757081970.8,8.8,1.4959342455789146,421.0,5
ZERO_THREE_RIGHT,1,1757175583.0,11.7,1.0676227320665874,406.5,8
ZERO_THREE_RIGHT,1,1757175637.2,11.7,0.9069860115562945,406.5,8
ZERO_THREE_RIGHT,1,1757259890.0,11.7,2.8354727773647594,471.5,12
ZERO_THREE_RIGHT,1,1757260165.0,11.7,2.8354727773647594,471.5,12
ZERO_THREE_RIGHT,1,1757282319.0,11.7,1.68648988923601,358.0,3
ZERO_THREE_RIGHT,1,1757282388.6,11.7,2.433911169090549,358.0,3
ZERO_THREE_RIGHT,1,1757446374.0,11.7,1.5877203528550132,807.0,15
ZERO_THREE_RIGHT,1,1757446429.6,11.7,1.9705873660323103,807.0,15
ZERO_THREE_RIGHT,1,1757534891.0,11.7,1.6551796377142822,1018.0,2
ZERO_THREE_RIGHT,1,1757534944.0,11.7,1.2179791041439907,1018.0,2
ZERO_THREE_RIGHT,1,1757638037.0,11.7,0.9172185800219153,327.0,10
ZERO_THREE_RIGHT,1,1757638555.7,11.7,0.704513935127238,327.0,9
ZERO_THREE_RIGHT,1,1757638694.45,11.7,1.045461063243038,327.0,9
ZERO_THREE_RIGHT,1,1757697570.0,11.7,1.3823298096241525,519.0,10
ZERO_THREE_RIGHT,1,1757697621.8,11.7,1.4901460884004094,532.5,8
ZERO_THREE_RIGHT,1,1757786183.0,11.7,1.263493045342012,427.0,10
ZERO_THREE_RIGHT,1,1757786233.75,11.7,1.086571323418145,427.0,10
ZERO_THREE_RIGHT,1,1757787270.25,11.7,1.356113920552543,444.0,10
ZERO_THREE_RIGHT,1,1757874346.0,11.7,2.8343544682433377,394.0,22
ZERO_THREE_RIGHT,1,1757874460.0,11.7,2.8343544682433377,394.0,19
ZERO_THREE_RIGHT,1,1757874526.0,11.7,2.8343544682433377,394.0,19
ZERO_THREE_RIGHT,1,1757874621.0,11.7,2.8343544682433377,394.0,19
ZERO_THREE_RIGHT,1,1757875299.0,8.8,1.3730762854698904,400.5,18
ZERO_THREE_RIGHT,1,1757875360.4,8.8,1.8665486826192383,400.5,18
ZERO_THREE_RIGHT,1,1757970484.0,8.8,1.9760463655158413,535.5,12
ZERO_THREE_RIGHT,1,1757970532.7,8.8,1.871928012298793,535.5,12
ZERO_THREE_RIGHT,1,1758042868.0,11.7,1.3004865762402533,865.0,15
ZERO_THREE_RIGHT,1,1758042915.35,11.7,1.126313383371087,865.0,15
ZERO_THREE_RIGHT,1,1758124145.0,11.7,1.5668009495725421,896.0,17
ZERO_THREE_RIGHT,1,1758124190.9,11.7,2.1792890680777384,896.0,17
ZERO_THREE_RIGHT,1,1758216797.0,8.8,9.57724073701645,421.0,2207
ZERO_THREE_RIGHT,1,1758216975.0,8.8,2.227262684003786,421.0,2207
ZERO_THREE_RIGHT,1,1758217549.0,8.8,1.9361787342073908,440.0,2853
ZERO_THREE_RIGHT,1,1758217763.0,8.8,1.8845541698010235,440.0,2853
ZERO_THREE_RIGHT,1,1758217946.5,8.8,12.464369861859598,440.0,2851
ZERO_THREE_RIGHT,1,1758218911.0,8.8,1.8456588931627924,440.0,2849
ZERO_THREE_RIGHT,1,1758219004.0,8.8,1.6027323136059928,440.0,2849
ZERO_THREE_RIGHT,1,1758219888.5,8.8,2.882413536727635,440.0,2849
ZERO_THREE_RIGHT,1,1758219922.75,8.8,1.8694129448860184,440.0,2849
ZERO_THREE_RIGHT,1,1758220645.75,8.8,3.0196513676464303,440.0,2849
ZERO_THREE_RIGHT,1,1758220736.75,8.8,2.801420759156043,440.0,2849
ZERO_THREE_RIGHT,1,1758220775.0,8.8,4.450952104735254,440.0,2849
ZERO_THREE_RIGHT,1,1758220800.75,8.8,3.6446425216587275,440.0,2849
ZERO_THREE_RIGHT,1,1758415611.0,10.7,1.837568595540587,556.0,12
ZERO_THREE_RIGHT,1,1758415664.55,10.7,1.5576075818461814,556.0,12
ZERO_THREE_RIGHT,1,1758482034.0,10.7,1.7806438352706222,717.0,12
ZERO_THREE_RIGHT,1,1758482081.75,10.7,1.7758935342390574,717.0,12
ZERO_THREE_RIGHT,1,1758640251.0,10.7,1.129087090562716,762.0,11
ZERO_THREE_RIGHT,1,1758640311.15,10.7,1.334481930805666,730.0,12
ZERO_THREE_RIGHT,1,1758737856.0,10.7,1.4498744913345167,488.0,12
ZERO_THREE_RIGHT,1,1758737902.2,10.7,1.3198151994299883,488.0,12
ZERO_THREE_RIGHT,1,1758814944.0,10.7,1.166262397173632,702.0,13
ZERO_THREE_RIGHT,1,1758814998.55,10.7,2.924036046839431,702.0,14
ZERO_THREE_RIGHT,1,1758901175.0,10.7,1.3412543382688618,1197.0,14
ZERO_THREE_RIGHT,1,1758901230.2,10.7,2.193167779676443,1197.0,14
ZERO_THREE_RIGHT,1,1758989044.0,10.7,3.1521283234065463,832.0,23
ZERO_THREE_RIGHT,1,1758989091.45,10.7,2.7173698045901027,832.0,23
ZERO_THREE_RIGHT,1,1759182634.0,10.7,2.265687386070699,731.0,15
ZERO_THREE_RIGHT,1,1759182701.3,10.7,1.8602486938552245,755.0,13
ZERO_THREE_RIGHT,1,1759249518.0,10.7,2.9868604819936793,1403.0,23
ZERO_THREE_RIGHT,1,1759249566.8,10.7,1.8698583868119596,1403.0,23
ZERO_THREE_RIGHT,1,1759339071.0,10.7,2.132742541918592,797.0,9
ZERO_THREE_RIGHT,1,1759339163.45,10.7,1.8340156808727315,797.0,9
ZERO_THREE_RIGHT,1,1759429368.0,10.7,1.175283610366143,602.5,4
ZERO_THREE_RIGHT,1,1759429850.35,8.8,2.0576400956413377,613.0,946
ZERO_THREE_RIGHT,1,1759430733.0,8.8,2.387586918021669,606.0,2306
ZERO_THREE_RIGHT,1,1759430946.0,8.8,7.084655981347015,606.0,2326
ZERO_THREE_RIGHT,1,1759431967.0,8.8,1.6865389489255598,706.5,4168
ZERO_THREE_RIGHT,1,1759432978.8,8.8,4.2782023252630985,746.0,5406
ZERO_THREE_RIGHT,1,1759433493.0,8.8,2.2812758700473394,746.0,5406
ZERO_THREE_RIGHT,1,1759433493.0,8.8,1.9998732719539003,746.0,5406
ZERO_THREE_RIGHT,1,1759433629.0,8.8,2.206089951261039,746.0,5406
ZERO_THREE_RIGHT,1,1759433682.0,8.8,5.856666829447403,746.0,5406
ZERO_THREE_RIGHT,1,1759433683.0,8.8,2.4605180248923046,746.0,5406
ZERO_THREE_RIGHT,1,1759433724.0,8.8,2.505664329751461,746.0,5406
ZERO_THREE_RIGHT,1,1759433760.0,8.8,4.036309533865393,746.0,5406
ZERO_THREE_RIGHT,1,1759433760.0,8.8,5.418505799337542,746.0,5406
ZERO_THREE_RIGHT,1,1759433762.0,8.8,3840.0540312006656,746.0,5406
ZERO_THREE_RIGHT,1,1759433765.0,8.8,2.4648618322847886,746.0,5406
ZERO_THREE_RIGHT,1,1759433802.0,8.8,10.714139341820093,746.0,5406
ZERO_THREE_RIGHT,1,1759433803.0,8.8,1.6828249139714118,746.0,5406
ZERO_THREE_RIGHT,1,1759434324.0,8.8,7.577783559003466,746.0,5406
ZERO_THREE_RIGHT,1,1759434447.0,8.8,1.7715129288882805,746.0,5406
ZERO_THREE_RIGHT,1,1759434638.0,8.8,1.9093101680405553,746.0,5406
ZERO_THREE_RIGHT,1,1759434937.0,8.8,6.613643685380916,746.0,5406
ZERO_THREE_RIGHT,1,1759435719.0,8.8,3.39215534488193,746.0,5406
ZERO_THREE_RIGHT,1,1759435787.0,8.8,4.446779612861224,746.0,5406
ZERO_THREE_RIGHT,1,1759436369.0,8.8,2.1754430363246477,746.0,5406
ZERO_THREE_RIGHT,1,1759436420.0,8.8,2.326567121653757,746.0,5406
ZERO_THREE_RIGHT,1,1759699605.0,10.7,1.7062425960609189,2642.5,4
ZERO_THREE_RIGHT,1,1759699655.75,10.7,2.414162438697266,2488.0,3
ZERO_THREE_RIGHT,1,1759798385.0,9.8,1.2232106016017714,495.0,9
ZERO_THREE_RIGHT,1,1759798430.25,9.8,1.4772087745494082,495.0,9
ZERO_THREE_RIGHT,1,1759877986.0,9.8,5.082714956861697,830.5,12
ZERO_THREE_RIGHT,1,1759878081.0,9.8,5.082714956861697,830.5,12
ZERO_THREE_RIGHT,1,1759943625.0,9.8,3.8262946589444,761.5,8
ZERO_THREE_RIGHT,1,1759943720.0,9.8,3.8262946589444,761.0,9
ZERO_THREE_RIGHT,1,1759953267.0,9.8,1.347713987394342,490.0,12
ZERO_THREE_RIGHT,1,1759953393.4,9.8,1.9493871791490347,494.0,13
ZERO_THREE_RIGHT,1,1759953761.65,9.8,1.780910717499924,494.0,13
ZERO_THREE_RIGHT,1,1760058342.0,9.8,2.4792790254943275,616.0,14
ZERO_THREE_RIGHT,1,1760058395.05,9.8,1.6404549547557226,616.0,13
ZERO_THREE_RIGHT,1,1760112968.0,9.8,3.0248150530179876,746.0,23
ZERO_THREE_RIGHT,1,1760113046.0,9.8,2.2361467904425756,746.0,25
ZERO_THREE_RIGHT,1,1760466005.0,8.8,1.7891308490068585,429.0,3829
ZERO_THREE_RIGHT,1,1760466391.5,8.8,1.7214173325804718,429.0,4223
ZERO_THREE_RIGHT,1,1760466834.0,8.8,1.7557031187668084,429.0,4223
ZERO_THREE_RIGHT,1,1760467162.75,8.8,1.2770807540760718,429.0,4223
ZERO_THREE_RIGHT,1,1760467262.25,8.8,1.4197460226924339,427.0,4239
ZERO_THREE_RIGHT,1,1760467912.0,8.8,1.3217978966305475,448.0,5390
ZERO_THREE_RIGHT,1,1760468504.5,8.8,1.693986714263477,452.0,6549
ZERO_THREE_RIGHT,1,1760468852.5,8.8,4.921549890094495,449.0,7089
ZERO_THREE_RIGHT,1,1760469532.5,8.8,4.501255261496337,458.0,7890
ZERO_THREE_RIGHT,1,1760469538.75,8.8,2.953561552236921,458.0,7890
ZERO_THREE_RIGHT,1,1760469588.25,8.8,1.4762544588728685,458.0,7890
ZERO_THREE_RIGHT,1,1760470029.0,8.8,1.6069477980476135,458.0,8029
ZERO_THREE_RIGHT,1,1760470439.0,8.8,1.233198277926888,455.0,8829
ZERO_THREE_RIGHT,1,1760470852.0,8.8,1.1195905820790728,456.0,8685
ZERO_THREE_RIGHT,1,1760470865.0,8.8,2.440089406962413,456.0,8667
ZERO_THREE_RIGHT,1,1760471201.0,8.8,2.3813101708049906,458.0,7996
ZERO_THREE_RIGHT,1,1760471256.0,8.8,1.1093367502779086,459.0,7886
ZERO_THREE_RIGHT,1,1760471264.0,8.8,1.7673513506116443,459.0,7870
ZERO_THREE_RIGHT,1,1760471728.0,8.8,3.3218439860679507,460.5,6956
ZERO_THREE_RIGHT,1,1760471729.0,8.8,1.3610624323502676,460.0,6954
ZERO_THREE_RIGHT,1,1760471944.0,8.8,1.4392548194618888,460.0,6524
ZERO_THREE_RIGHT,1,1760472312.0,8.8,1.5776628799566337,462.0,5802
ZERO_THREE_RIGHT,1,1760472378.0,8.8,0.7919722910617268,464.0,5670
ZERO_THREE_RIGHT,1,1760472379.0,8.8,1.3228203207050997,464.0,5668
ZERO_THREE_RIGHT,1,1760472388.0,8.8,2.081989813357572,464.0,5650
ZERO_THREE_RIGHT,1,1760472500.0,8.8,1.557281283144138,468.0,5439
ZERO_THREE_RIGHT,1,1760472704.0,8.8,3.204468690705278,473.0,5148
ZERO_THREE_RIGHT,1,1760472712.0,8.8,2.8351500188569285,473.0,5148
ZERO_THREE_RIGHT,1,1760472883.0,8.8,2.062626087654009,473.0,5148
ZERO_THREE_RIGHT,1,1760473380.0,8.8,2.5855617617437914,473.0,4688
ZERO_THREE_RIGHT,1,1760473551.0,8.8,1.3929233335571969,473.0,4645
ZERO_THREE_RIGHT,1,1760473591.0,8.8,1.2220376463040412,473.0,4645
ZERO_THREE_RIGHT,1,1760577532.0,8.3,3.1498698090206183,1149.0,16
ZERO_THREE_RIGHT,1,1760577580.05,8.3,3.0221861553798632,1149.0,16
ZERO_THREE_RIGHT,1,1760578118.55,8.8,5.200056220693649,1149.0,17
ZERO_THREE_RIGHT,1,1760630765.0,8.8,4.931026172260464,3244.0,23
ZERO_THREE_RIGHT,1,1760630812.0,8.8,3.919153124989782,3244.0,23
ZERO_THREE_RIGHT,1,1760717838.0,8.8,2.310799872728765,2827.0,10
ZERO_THREE_RIGHT,1,1760717973.7,8.8,2.3506796091864284,2827.0,10
ZERO_THREE_RIGHT,1,1761088577.0,8.8,1.4928622584107762,342.0,4313
ZERO_THREE_RIGHT,1,1761088937.0,8.8,1.3713351176955366,342.0,4313
ZERO_THREE_RIGHT,1,1761089179.95,8.8,1.494430291665593,342.0,4313
ZERO_THREE_RIGHT,1,1761089262.45,8.8,1.1370242456317494,342.0,4313
ZERO_THREE_RIGHT,1,1761089862.0,8.8,0.7465353212560525,342.0,4316
ZERO_THREE_RIGHT,1,1761089974.0,8.8,1.4006335756761101,342.0,4319
ZERO_THREE_RIGHT,1,1761090661.0,8.8,1.5684758322270649,342.0,4322
ZERO_THREE_RIGHT,1,1761091498.0,8.8,1.4252845548338589,342.0,4325
ZERO_THREE_RIGHT,1,1761092844.0,8.8,2.9981867545316185,342.0,4321
ZERO_THREE_RIGHT,1,1761092939.0,8.8,2.9981867545316185,342.0,4170
ZERO_THREE_RIGHT,1,1761092955.0,8.8,2.6710813365157664,342.0,4138
ZERO_THREE_RIGHT,1,1761093050.0,8.8,2.6710813365157664,342.0,3948
ZERO_THREE_RIGHT,1,1761095799.0,8.8,3.0529839014812827,354.0,33
ZERO_THREE_RIGHT,1,1761095894.0,8.8,3.0529839014812827,354.0,36
ZERO_THREE_RIGHT,1,1761096112.0,8.8,3.270495025597806,354.0,36
ZERO_THREE_RIGHT,1,1761096207.0,8.8,3.270495025597806,354.0,36
ZERO_THREE_RIGHT,1,1761109354.0,8.8,3.162578195380611,379.0,36
ZERO_THREE_RIGHT,1,1761109449.0,8.8,3.162578195380611,379.0,36
ZERO_THREE_RIGHT,1,1761152957.0,8.8,3.651838436002611,527.0,21
ZERO_THREE_RIGHT,1,1761152957.0,8.8,3.651838436002611,527.0,21
ZERO_THREE_RIGHT,1,1761153052.0,8.8,3.651838436002611,527.0,21
ZERO_THREE_RIGHT,1,1761153159.0,8.8,3.8173481859730254,527.0,21
ZERO_THREE_RIGHT,1,1761153159.0,8.8,3.8173481859730254,527.0,21
ZERO_THREE_RIGHT,1,1761153254.0,8.8,3.8173481859730254,527.0,21
ZERO_THREE_RIGHT,1,1761167827.0,8.8,3.2173753423302753,399.0,33
ZERO_THREE_RIGHT,1,1761167922.0,8.8,3.2173753423302753,399.0,33
ZERO_THREE_RIGHT,1,1761167942.0,8.8,2.8343544682433373,399.0,33
ZERO_THREE_RIGHT,1,1761168037.0,8.8,2.8343544682433373,399.0,33
ZERO_THREE_RIGHT,1,1761247087.0,8.8,1.2995348033825047,431.0,21
ZERO_THREE_RIGHT,1,1761247282.7,8.8,1.5105005020142226,403.0,20
ZERO_THREE_RIGHT,1,1761267529.0,9.8,3.1709655137912742,447.0,24
ZERO_THREE_RIGHT,1,1761267624.0,9.8,3.1709655137912742,393.0,24
ZERO_THREE_RIGHT,1,1761267736.0,9.8,3.8262946589443994,393.0,24
ZERO_THREE_RIGHT,1,1761267831.0,9.8,3.8262946589443994,393.0,24
ZERO_THREE_RIGHT,1,1761320215.0,9.8,4.209315533031337,1912.5,24
ZERO_THREE_RIGHT,1,1761320310.0,9.8,4.209315533031337,1912.5,24
ZERO_THREE_RIGHT,1,1761320338.0,9.8,9.621931680712441,1912.5,24
ZERO_THREE_RIGHT,1,1761320433.0,9.8,9.621931680712441,1912.5,24
ZERO_THREE_RIGHT,1,1761344793.0,9.8,3.3347978000795555,719.5,24
ZERO_THREE_RIGHT,1,1761344888.0,9.8,3.3347978000795555,719.5,24
ZERO_THREE_RIGHT,1,1761345080.0,9.8,6.014825609566697,624.0,24
ZERO_THREE_RIGHT,1,1761345175.0,9.8,6.014825609566697,624.0,24
ZERO_THREE_RIGHT,1,1761347609.0,9.8,3.8816509604547744,525.5,24
ZERO_THREE_RIGHT,1,1761347704.0,9.8,3.8816509604547744,525.5,24
ZERO_THREE_RIGHT,1,1761348029.0,9.8,3.3895949470292193,525.5,24
ZERO_THREE_RIGHT,1,1761348124.0,9.8,3.3895949470292193,525.5,24
ZERO_THREE_RIGHT,1,1761348271.0,9.8,3.1709655137912742,525.5,24
ZERO_THREE_RIGHT,1,1761348366.0,9.8,3.1709655137912742,525.5,24
ZERO_THREE_RIGHT,1,1761348515.0,9.8,2.8975389336036645,525.5,24
ZERO_THREE_RIGHT,1,1761348610.0,9.8,2.8975389336036645,525.5,24
ZERO_THREE_RIGHT,1,1761411351.0,9.8,4.318350672369954,2004.0,22
ZERO_THREE_RIGHT,1,1761411446.0,9.8,4.318350672369954,2004.0,22
ZERO_THREE_RIGHT,1,1761413329.0,9.8,16.951329662510364,2814.0,24
ZERO_THREE_RIGHT,1,1761413424.0,9.8,16.951329662510364,2814.0,24
ZERO_THREE_RIGHT,1,1761417187.0,9.8,2.842741786654001,2843.5,24
ZERO_THREE_RIGHT,1,1761417262.0,9.8,4.264112679981001,2843.5,24
ZERO_THREE_RIGHT,1,1761417282.0,9.8,2.842741786654001,2843.5,24
ZERO_THREE_RIGHT,1,1761417357.0,9.8,4.264112679981001,2843.5,24
ZERO_THREE_RIGHT,1,1761505345.0,9.8,3.9912452543541024,1448.5,24
ZERO_THREE_RIGHT,1,1761505440.0,9.8,3.9912452543541024,1448.5,24
ZERO_THREE_RIGHT,1,1761505479.0,9.8,20.277180989618547,1448.5,24
ZERO_THREE_RIGHT,1,1761505574.0,9.8,20.277180989618547,1448.5,24
ZERO_THREE_RIGHT,1,1761614260.0,9.8,3.3890357924685093,816.0,22
ZERO_THREE_RIGHT,1,1761614355.0,9.8,3.3890357924685093,790.5,20
ZERO_THREE_RIGHT,1,1761614525.0,9.8,3.608224380267165,790.5,20
ZERO_THREE_RIGHT,1,1761614620.0,9.8,3.608224380267165,790.5,20
ZERO_THREE_RIGHT,1,1761671401.0,9.8,3.0608120653312354,3008.0,24
ZERO_THREE_RIGHT,1,1761671496.0,9.8,3.0608120653312354,3008.0,24
ZERO_THREE_RIGHT,1,1761671506.0,9.8,3.662462372656118,3008.0,24
ZERO_THREE_RIGHT,1,1761671601.0,9.8,3.662462372656118,3008.0,24
ZERO_THREE_RIGHT,1,1761682148.0,9.8,3.8805326513333527,2368.0,24
ZERO_THREE_RIGHT,1,1761682243.0,9.8,3.8805326513333527,2368.0,24
ZERO_THREE_RIGHT,1,1761682244.0,9.8,4.866322141866595,2368.0,24
ZERO_THREE_RIGHT,1,1761682339.0,9.8,4.866322141866595,2368.0,24
ZERO_THREE_RIGHT,1,1761701526.0,9.8,3.9906860997933915,1428.5,24
ZERO_THREE_RIGHT,1,1761701621.0,9.8,3.9906860997933915,1428.5,24
ZERO_THREE_RIGHT,1,1761701648.0,9.8,3.5528680787567897,1428.5,24
ZERO_THREE_RIGHT,1,1761701743.0,9.8,3.5528680787567897,1248.0,24
ZERO_THREE_RIGHT,1,1761773044.0,9.8,4.482182958658235,3651.0,9
ZERO_THREE_RIGHT,1,1761773139.0,9.8,4.482182958658235,3109.0,10
ZERO_THREE_RIGHT,1,1761847372.0,9.8,4.8115249949169305,798.0,14
ZERO_THREE_RIGHT,1,1761847467.0,9.8,4.8115249949169305,798.0,14
ZERO_THREE_RIGHT,1,1761848473.0,9.8,7.575046578788663,876.0,10
ZERO_THREE_RIGHT,1,1761848611.0,9.8,1.32075516975193,876.0,10
ZERO_THREE_RIGHT,1,1761849085.0,9.8,2.5443231101346586,905.5,8
ZERO_THREE_RIGHT,1,1761849513.25,9.8,1.7870817319219174,876.0,6
ZERO_THREE_RIGHT,1,1761852296.7,8.8,2.168810321999437,810.0,2735
ZERO_THREE_RIGHT,1,1761853215.95,8.8,1.2184936949437815,854.0,2867
