survey_utc,channel,center_hz,td_transform_uv2,device_psd_uv2
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,10.5,1.07496,6.21204
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,11.5,0.97063,5.77031
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,12.5,0.582154,5.19167
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,13.5,0.541009,4.82172
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,14.5,0.575798,4.64176
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,15.5,0.790002,4.6094
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,16.5,0.755551,4.2783
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,17.5,0.569414,3.96536
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,18.5,0.511665,3.64095
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,19.5,0.572817,3.00054
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,20.5,0.454319,2.41875
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,21.5,0.377129,2.22083
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,22.5,0.343751,2.102
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,23.5,0.359558,2.07921
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,24.5,0.352564,2.0381
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,25.5,0.328138,2.0381
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,26.5,0.312505,1.99407
2025-07-23T17:20:16Z,ZERO_THREE_LEFT,27.5,0.280045,1.85126
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,7.5,1.55499,8.11229
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,8.5,1.1555,6.63557
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,9.5,0.913394,5.34561
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,10.5,0.79353,4.68472
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,11.5,0.699512,4.33371
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,12.5,0.569043,3.99007
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,13.5,0.658203,3.59588
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,14.5,0.640596,3.19357
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,15.5,0.475598,3.10837
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,16.5,0.412203,2.97156
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,17.5,0.419932,2.86342
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,18.5,0.375803,2.83938
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,19.5,0.512951,2.65989
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,20.5,0.383655,2.29243
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,21.5,0.401114,2.1038
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,22.5,0.339916,1.95919
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,23.5,0.286503,1.86948
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,24.5,0.3167,1.91059
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,25.5,0.280001,1.94828
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,26.5,0.364106,1.86833
2025-07-23T17:20:16Z,ZERO_TWO_LEFT,27.5,0.320632,1.6896
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,7.5,0.71228,3.85089
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,8.5,0.684111,3.62076
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,9.5,0.72641,3.28966
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,10.5,0.665877,2.90595
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,11.5,0.56073,2.659
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,12.5,0.451398,2.30931
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,13.5,0.449379,1.97728
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,14.5,0.296255,1.60064
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,15.5,0.277508,1.44909
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,16.5,0.271438,1.27583
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,17.5,0.290808,1.27583
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,18.5,0.230483,1.22505
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,19.5,0.232981,1.1187
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,20.5,0.243736,1.01615
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,21.5,0.227381,0.901327
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,22.5,0.153454,0.73609
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,23.5,0.137481,0.625832
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,24.5,0.142542,0.588813
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,25.5,0.145876,0.601847
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,26.5,0.156388,0.669335
2025-07-23T17:30:11Z,ONE_THREE_RIGHT,27.5,0.165799,0.728219
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,7.5,0.509844,2.89738
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,8.5,0.556751,2.38447
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,9.5,0.515428,1.95065
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,10.5,0.355485,1.67076
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,11.5,0.264784,1.51434
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,12.5,0.26881,1.40018
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,13.5,0.241835,1.33115
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,14.5,0.266421,1.17004
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,15.5,0.25264,1.05945
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,16.5,0.246103,0.980706
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,17.5,0.207254,0.861318
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,18.5,0.182728,0.815695
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,19.5,0.211371,0.815695
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,20.5,0.192752,0.765255
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,21.5,0.16178,0.678757
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,22.5,0.165305,0.654772
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,23.5,0.153444,0.578839
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,24.5,0.146398,0.519955
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,25.5,0.11449,0.531664
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,26.5,0.123372,0.577514
2025-07-23T17:30:11Z,ONE_TWO_RIGHT,27.5,0.132795,0.577514
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,7.5,0.37392,2.0884
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,8.5,0.375239,1.99869
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,9.5,0.451771,2.03753
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,10.5,0.383573,1.97812
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,11.5,0.404576,1.79417
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,12.5,0.335582,1.59255
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,13.5,0.373839,1.45785
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,14.5,0.279532,1.27133
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,15.5,0.257196,1.08492
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,16.5,0.217978,0.947863
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,17.5,0.189191,0.828475
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,18.5,0.182719,0.696811
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,19.5,0.134081,0.646371
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,20.5,0.150242,0.623363
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,21.5,0.119379,0.599378
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,22.5,0.119519,0.553528
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,23.5,0.11525,0.530521
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,24.5,0.117098,0.519222
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,25.5,0.109243,0.54223
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,26.5,0.110663,0.530931
2025-07-23T17:30:11Z,TWO_THREE_RIGHT,27.5,0.115004,0.530931
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,7.5,0.670893,2.47592
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,8.5,0.57965,2.28264
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,9.5,0.433513,2.06431
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,10.5,0.419924,1.83353
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,11.5,0.361722,1.62828
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,12.5,0.327972,1.45502
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,13.5,0.369297,1.31627
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,14.5,0.294287,1.26152
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,15.5,0.29095,1.21073
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,16.5,0.253063,1.1532
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,17.5,0.25765,1.09131
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,18.5,0.234742,1.02482
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,19.5,0.218197,0.946078
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,20.5,0.187978,0.84753
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,21.5,0.183771,0.834495
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,22.5,0.17231,0.769862
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,23.5,0.150563,0.699296
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,24.5,0.168128,0.685102
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,25.5,0.181919,0.685102
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,26.5,0.169449,0.685102
2025-07-23T17:30:11Z,ZERO_ONE_RIGHT,27.5,0.175828,0.696811
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,7.5,1.10998,4.19861
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,8.5,0.968418,3.70254
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,9.5,0.598412,3.30023
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,10.5,0.602112,2.86557
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,11.5,0.50553,2.54012
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,12.5,0.581189,2.21823
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,13.5,0.438702,2.04726
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,14.5,0.352197,1.95291
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,15.5,0.452971,1.93234
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,16.5,0.470267,1.81531
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,17.5,0.413433,1.72744
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,18.5,0.297693,1.49989
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,19.5,0.258165,1.22823
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,20.5,0.204337,1.00298
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,21.5,0.196901,0.906573
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,22.5,0.19869,0.86095
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,23.5,0.19664,0.845595
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,24.5,0.210629,0.889707
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,25.5,0.230276,0.988256
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,26.5,0.226828,1.01817
2025-07-23T17:30:11Z,ZERO_THREE_RIGHT,27.5,0.229144,1.00398
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,7.5,1.08328,4.0558
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,8.5,0.804638,3.43444
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,9.5,0.699858,2.90595
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,10.5,0.462573,2.41188
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,11.5,0.424385,2.04442
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,12.5,0.35477,1.81467
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,13.5,0.297295,1.81467
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,14.5,0.258868,1.83521
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,15.5,0.292338,1.81638
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,16.5,0.28904,1.74735
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,17.5,0.303088,1.63692
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,18.5,0.244928,1.34833
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,19.5,0.191649,1.16481
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,20.5,0.194614,1.11205
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,21.5,0.217566,1.14517
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,22.5,0.247085,1.11319
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,23.5,0.259397,1.12854
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,24.5,0.267161,1.11319
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,25.5,0.237416,1.06585
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,26.5,0.237599,1.01703
2025-07-23T17:30:11Z,ZERO_TWO_RIGHT,27.5,0.237636,0.946464
2025-07-24T20:31:56Z,ONE_THREE_LEFT,7.5,1.66783,6.90158
2025-07-24T20:31:56Z,ONE_THREE_LEFT,8.5,1.75227,6.2922
2025-07-24T20:31:56Z,ONE_THREE_LEFT,9.5,1.37403,5.70882
2025-07-24T20:31:56Z,ONE_THREE_LEFT,10.5,1.16427,4.4477
2025-07-24T20:31:56Z,ONE_THREE_LEFT,11.5,0.761024,3.56526
2025-07-24T20:31:56Z,ONE_THREE_LEFT,12.5,0.744675,3.42949
2025-07-24T20:31:56Z,ONE_THREE_LEFT,13.5,0.681728,3.67708
2025-07-24T20:31:56Z,ONE_THREE_LEFT,14.5,0.644688,4.02217
2025-07-24T20:31:56Z,ONE_THREE_LEFT,15.5,0.746077,4.59486
2025-07-24T20:31:56Z,ONE_THREE_LEFT,16.5,0.952799,4.83877
2025-07-24T20:31:56Z,ONE_THREE_LEFT,17.5,0.939046,4.62354
2025-07-24T20:31:56Z,ONE_THREE_LEFT,18.5,0.937606,4.2655
2025-07-24T20:31:56Z,ONE_THREE_LEFT,19.5,0.954485,3.80158
2025-07-24T20:31:56Z,ONE_THREE_LEFT,20.5,0.84317,3.09051
2025-07-24T20:31:56Z,ONE_THREE_LEFT,21.5,0.689864,2.57154
2025-07-24T20:31:56Z,ONE_THREE_LEFT,22.5,0.528349,2.185
2025-07-24T20:31:56Z,ONE_THREE_LEFT,23.5,0.402479,1.78648
2025-07-24T20:31:56Z,ONE_THREE_LEFT,24.5,0.362049,1.51482
2025-07-24T20:31:56Z,ONE_THREE_LEFT,25.5,0.329437,1.3313
2025-07-24T20:31:56Z,ONE_THREE_LEFT,26.5,0.196558,1.1107
2025-07-24T20:31:56Z,ONE_THREE_LEFT,27.5,0.139729,0.917706
2025-07-24T20:31:56Z,ONE_TWO_LEFT,7.5,0.736694,2.75372
2025-07-24T20:31:56Z,ONE_TWO_LEFT,8.5,0.757906,2.48514
2025-07-24T20:31:56Z,ONE_TWO_LEFT,9.5,0.639081,2.22761
2025-07-24T20:31:56Z,ONE_TWO_LEFT,10.5,0.493391,1.70329
2025-07-24T20:31:56Z,ONE_TWO_LEFT,11.5,0.404152,1.42339
2025-07-24T20:31:56Z,ONE_TWO_LEFT,12.5,0.363338,1.32172
2025-07-24T20:31:56Z,ONE_TWO_LEFT,13.5,0.368993,1.36056
2025-07-24T20:31:56Z,ONE_TWO_LEFT,14.5,0.340425,1.5724
2025-07-24T20:31:56Z,ONE_TWO_LEFT,15.5,0.318463,1.88503
2025-07-24T20:31:56Z,ONE_TWO_LEFT,16.5,0.43301,2.02379
2025-07-24T20:31:56Z,ONE_TWO_LEFT,17.5,0.457495,2.10374
2025-07-24T20:31:56Z,ONE_TWO_LEFT,18.5,0.42852,2.10374
2025-07-24T20:31:56Z,ONE_TWO_LEFT,19.5,0.468124,1.94268
2025-07-24T20:31:56Z,ONE_TWO_LEFT,20.5,0.38641,1.69423
2025-07-24T20:31:56Z,ONE_TWO_LEFT,21.5,0.281705,1.5378
2025-07-24T20:31:56Z,ONE_TWO_LEFT,22.5,0.224924,1.33893
2025-07-24T20:31:56Z,ONE_TWO_LEFT,23.5,0.245559,1.13898
2025-07-24T20:31:56Z,ONE_TWO_LEFT,24.5,0.199926,1.00193
2025-07-24T20:31:56Z,ONE_TWO_LEFT,25.5,0.179451,0.882543
2025-07-24T20:31:56Z,ONE_TWO_LEFT,26.5,0.144398,0.750879
2025-07-24T20:31:56Z,ONE_TWO_LEFT,27.5,0.113462,0.639679
2025-07-24T20:31:56Z,TWO_THREE_LEFT,7.5,0.525526,2.08437
2025-07-24T20:31:56Z,TWO_THREE_LEFT,8.5,0.432925,1.93282
2025-07-24T20:31:56Z,TWO_THREE_LEFT,9.5,0.52868,1.79041
2025-07-24T20:31:56Z,TWO_THREE_LEFT,10.5,0.443543,1.50884
2025-07-24T20:31:56Z,TWO_THREE_LEFT,11.5,0.35169,1.27411
2025-07-24T20:31:56Z,TWO_THREE_LEFT,12.5,0.252553,1.14311
2025-07-24T20:31:56Z,TWO_THREE_LEFT,13.5,0.281306,1.15995
2025-07-24T20:31:56Z,TWO_THREE_LEFT,14.5,0.263395,1.15995
2025-07-24T20:31:56Z,TWO_THREE_LEFT,15.5,0.265833,1.14425
2025-07-24T20:31:56Z,TWO_THREE_LEFT,16.5,0.239808,1.09862
2025-07-24T20:31:56Z,TWO_THREE_LEFT,17.5,0.213436,0.972092
2025-07-24T20:31:56Z,TWO_THREE_LEFT,18.5,0.149353,0.81742
2025-07-24T20:31:56Z,TWO_THREE_LEFT,19.5,0.149896,0.690866
2025-07-24T20:31:56Z,TWO_THREE_LEFT,20.5,0.126955,0.57445
2025-07-24T20:31:56Z,TWO_THREE_LEFT,21.5,0.111528,0.487952
2025-07-24T20:31:56Z,TWO_THREE_LEFT,22.5,0.10027,0.455949
2025-07-24T20:31:56Z,TWO_THREE_LEFT,23.5,0.0811012,0.425823
2025-07-24T20:31:56Z,TWO_THREE_LEFT,24.5,0.0704762,0.407422
2025-07-24T20:31:56Z,TWO_THREE_LEFT,25.5,0.0739398,0.378882
2025-07-24T20:31:56Z,TWO_THREE_LEFT,26.5,0.0810165,0.342063
2025-07-24T20:31:56Z,TWO_THREE_LEFT,27.5,0.067607,0.323662
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,7.5,0.982861,5.08313
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,8.5,0.863178,4.27034
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,9.5,0.610244,3.82603
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,10.5,0.645817,3.29937
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,11.5,0.576673,3.08414
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,12.5,0.529037,3.05572
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,13.5,0.481624,3.18963
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,14.5,0.553551,3.24177
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,15.5,0.473886,3.10748
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,16.5,0.409566,2.76148
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,17.5,0.433666,2.39492
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,18.5,0.398366,2.03706
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,19.5,0.361881,1.80152
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,20.5,0.394067,1.80152
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,21.5,0.371792,1.70503
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,22.5,0.385915,1.57832
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,23.5,0.344233,1.4559
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,24.5,0.223555,1.34174
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,25.5,0.209753,1.19446
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,26.5,0.166631,1.07044
2025-07-24T20:31:56Z,ZERO_ONE_LEFT,27.5,0.168438,0.971893
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,7.5,3.91797,16.7528
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,8.5,3.39608,14.5962
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,9.5,3.33505,12.817
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,10.5,2.28489,9.7166
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,11.5,1.99265,7.38045
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,12.5,1.19918,6.0875
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,13.5,1.2377,6.04782
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,14.5,1.22918,6.00984
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,15.5,1.48119,6.3842
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,16.5,1.38586,6.3842
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,17.5,1.54683,6.17864
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,18.5,1.3886,5.578
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,19.5,1.29387,5.03503
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,20.5,0.946218,4.34571
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,21.5,0.743993,3.84141
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,22.5,0.732103,3.43911
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,23.5,0.729738,3.02499
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,24.5,0.602262,2.76083
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,25.5,0.463719,2.52509
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,26.5,0.413365,2.2032
2025-07-24T20:31:56Z,ZERO_THREE_LEFT,27.5,0.351687,1.86594
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,7.5,2.2459,10.3466
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,8.5,2.08354,8.7832
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,9.5,1.87779,7.54656
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,10.5,1.40619,5.75208
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,11.5,1.03957,4.53198
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,12.5,0.77738,3.98086
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,13.5,0.762937,4.01301
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,14.5,0.772592,4.10857
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,15.5,0.792512,4.16567
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,16.5,0.892288,4.077
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,17.5,0.896838,3.96198
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,18.5,0.934638,3.66902
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,19.5,0.742983,3.31698
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,20.5,0.577838,3.05281
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,21.5,0.595105,2.77139
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,22.5,0.582282,2.52444
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,23.5,0.523212,2.2889
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,24.5,0.391346,2.10027
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,25.5,0.314195,2.01056
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,26.5,0.260046,1.8495
2025-07-24T20:31:56Z,ZERO_TWO_LEFT,27.5,0.221847,1.6289
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,7.5,0.874919,4.54497
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,8.5,0.667659,4.13718
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,9.5,0.710857,3.727
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,10.5,0.698634,3.2582
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,11.5,0.721747,2.88863
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,12.5,0.532468,2.57485
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,13.5,0.429897,2.20739
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,14.5,0.412061,1.96458
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,15.5,0.409631,1.7851
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,16.5,0.411443,1.60561
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,17.5,0.428696,1.56969
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,18.5,0.37092,1.50066
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,19.5,0.356362,1.33956
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,20.5,0.27237,1.15304
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,21.5,0.209524,0.995269
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,22.5,0.136487,0.888916
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,23.5,0.185084,0.815678
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,24.5,0.203642,0.829098
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,25.5,0.166688,0.815678
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,26.5,0.135403,0.74819
2025-07-24T20:33:04Z,ONE_THREE_RIGHT,27.5,0.133147,0.689306
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,7.5,0.529473,2.47482
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,8.5,0.474231,2.07927
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,9.5,0.409482,1.83646
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,10.5,0.38081,1.67076
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,11.5,0.329348,1.54678
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,12.5,0.271376,1.44006
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,13.5,0.336534,1.37103
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,14.5,0.315611,1.28317
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,15.5,0.252418,1.16851
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,16.5,0.283894,1.03502
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,17.5,0.256366,1.0513
2025-07-24T20:33:04Z,ONE_TWO_RIGHT,18.5,0.243887,1.02024
